# Latitude, Longitude, COTotalColumn,COMixingRatio surface,COMixingRatio 900hPa,COMixingRatio 800hPa,COMixingRatio 700hPa,COMixingRatio 600hPa, COMixingRatio 500hPa,COMixingRatio 400hPa,COMixingRatio 300hPa,COMixingRatio 200hPa,COMixingRatio 100hPa,RetrievedSurfaceTemperature 
9.03868,-20.8853,2.57939e+18,134.62,173.135,153.868,124.655,114.139,106.779,109.73,122.082,122.062,53.1248,300.221
8.81834,-20.8535,2.65067e+18,139.292,183.707,164.003,131.822,120.366,110.927,110.901,118.192,115.021,51.743,300.686
8.59805,-20.8216,2.75435e+18,158.14,233.699,217.127,165.104,135.99,106.739,85.2269,71.462,69.4771,42.9896,300.94
8.37733,-20.7898,2.72038e+18,148.004,196.613,175.51,138.6,125.555,113.432,110.086,112.117,106.279,50.049,301.036
8.99296,-21.3651,2.50763e+18,134.441,179.879,166.433,134.634,119.701,106.467,99.5474,96.0743,91.8761,47.7643,300.325
8.77897,-21.3341,2.70337e+18,141.463,197.003,185.026,148.945,131.884,115.601,106.08,100.045,93.6407,48.047,299.556
8.56504,-21.3032,2.70474e+18,143.965,199.11,182.89,145.252,129.049,113.897,106.24,102.567,96.6912,48.6749,299.816
8.3507,-21.2723,2.62911e+18,144.48,192.697,175.202,138.303,123.326,109.311,102.985,101.143,96.6459,48.7129,300.474
9.11154,-21.1948,2.44773e+18,130.987,166.321,147.908,119.614,108.676,101.401,103.299,112.17,110.202,50.6511,299.779
9.16618,-20.9539,2.50615e+18,122.837,144.726,123.249,100.917,94.744,92.6956,104.729,149.914,191.898,61.5173,300.324
9.3539,-21.4684,2.54786e+18,132.685,187.977,188.964,156.079,132.429,108.828,90.4208,77.6328,74.6027,44.1172,298.98
9.13957,-21.4374,2.48444e+18,130.63,167.511,151.395,122.976,111.387,103.914,105.803,114.031,110.3,50.5007,299.397
18.4193,-29.2321,1.5646e+18,92.5436,75.2658,63.1986,57.5453,55.9407,58.607,70.2845,99.3882,116.31,48.6569,296.632
18.4843,-28.9838,1.57759e+18,97.2332,80.3501,67.8009,61.3108,58.7708,60.3309,70.065,93.2826,105.485,47.8959,296.195
18.8021,-27.0014,1.71111e+18,103.04,94.3257,86.879,81.3127,77.2802,75.7572,78.5397,82.8809,78.4266,41.8633,295.079
19.3311,-27.9743,1.55096e+18,100.835,84.8108,72.2729,65.2286,62.024,62.6805,69.803,82.5769,82.6075,42.9198,295.797
19.2923,-28.4343,1.44461e+18,96.3051,83.2742,72.0063,65.0614,60.8867,59.5112,62.2314,67.4546,67.8387,39.9222,296.202
19.0831,-28.3979,1.54813e+18,99.2647,88.9796,79.2388,72.6585,68.2062,65.9921,67.4098,70.9184,69.9538,40.4534,295.926
19.2503,-28.9168,1.47794e+18,95.693,84.1525,73.5684,67.1162,63.2461,61.9081,64.6002,69.9004,69.9054,40.4906,296.378
19.0358,-28.8788,1.56959e+18,99.1303,90.0749,80.8712,74.633,70.2285,67.7408,68.6004,71.3129,70.0309,40.5518,296.036
19.2035,-29.4279,1.53637e+18,92.287,79.0333,68.1002,62.7264,60.7508,62.5307,71.7577,89.2406,90.5639,44.0987,296.692
18.9825,-29.3883,1.55311e+18,93.3112,80.6911,70.1525,64.7826,62.5821,63.9208,72.7487,88.5742,88.1664,43.6263,296.645
18.7613,-29.3497,1.58341e+18,96.7519,87.0224,77.8715,72.3243,69.1118,68.3754,72.371,78.795,76.6167,41.7473,296.452
18.5396,-29.3121,1.58139e+18,92.7469,79.907,69.743,64.4813,62.5519,64.2449,73.6263,92.6725,97.7105,46.1524,296.676
19.2681,-29.1784,1.52851e+18,92.7351,79.6936,68.9803,63.6544,61.5009,62.8386,71.5213,87.0086,85.6477,42.8564,296.65
19.0505,-29.1396,1.53984e+18,92.8755,79.8341,69.2817,63.8801,61.6314,63.0468,72.1456,88.5324,87.6375,43.2526,296.685
18.8328,-29.1018,1.55735e+18,95.7909,84.9188,75.225,69.4812,66.3757,66.0436,70.9117,79.3258,78.8317,42.5769,296.471
18.6146,-29.0649,1.65192e+18,99.2707,90.3702,81.9112,76.4739,73.2354,72.3272,76.1473,82.1554,78.9978,42.3093,295.945
19.3673,-28.6903,1.47781e+18,89.8707,72.136,59.7704,53.7324,51.829,54.1199,65.344,94.3166,107.767,47.2104,296.808
19.1557,-28.6531,1.53277e+18,91.2261,73.7886,61.563,55.8659,54.2803,56.9514,68.5825,97.595,113.981,49.5972,296.832
18.944,-28.6167,1.74476e+18,98.5725,87.5575,78.1645,73.2634,71.787,74.324,85.2449,104.077,100.453,45.6051,296.095
19.4625,-28.228,1.46747e+18,98.3738,84.8918,73.2603,66.1725,61.9448,60.5706,63.2416,68.307,68.1494,39.8786,295.926
19.2556,-28.1921,1.58102e+18,101.799,94.7707,86.5876,79.81,73.4625,67.9175,64.7203,64.3966,64.4502,39.4697,295.221
19.5548,-27.7854,1.45853e+18,98.1693,82.9361,70.7013,63.5458,59.7819,59.4433,63.9503,71.347,70.7845,40.1978,295.996
19.645,-27.3573,1.54545e+18,101.928,89.9083,78.8612,71.7337,67.1687,65.2044,66.8262,70.4618,68.8547,39.8253,295.33
19.7338,-26.9391,1.53716e+18,102.062,82.1921,67.942,60.6663,57.8468,59.4655,69.0279,87.3548,89.1796,43.7003,295.692
19.6131,-26.5648,1.74712e+18,105.119,85.8147,71.9071,64.8277,62.5455,65.4626,79.698,114.243,122.773,48.3304,295.569
19.4151,-26.5326,1.67695e+18,103.368,91.5827,81.6204,75.3053,71.795,71.811,77.7709,86.7786,81.8635,42.0969,295.137
19.9001,-26.1858,1.45708e+18,98.8122,84.3963,72.6022,65.2539,60.8858,59.6295,62.3728,67.7785,68.1273,39.774,295.6
19.7022,-26.1536,1.65432e+18,102.087,90.6195,81.0432,75.1288,71.6806,71.3906,76.4455,84.0752,79.0444,41.3987,295.278
20.288,-26.021,1.52044e+18,94.7514,78.1279,66.0756,60.0828,57.8823,59.879,69.9302,90.4851,91.5479,43.6815,296.015
20.0897,-25.9888,1.59485e+18,99.687,86.2052,75.4099,69.4158,66.4538,67.1724,74.1987,85.0046,80.1715,41.3186,295.594
19.8915,-25.957,1.62337e+18,99.3603,86.4588,76.3259,70.5132,67.6312,68.4528,76.0948,88.4902,83.7436,42.1289,295.679
19.6929,-25.9254,1.30775e+18,100.062,93.6083,83.3831,69.9408,55.5106,44.2641,38.9187,39.6257,45.9527,34.6645,294.111
20.0571,-26.4087,1.58861e+18,98.7286,83.2792,71.4738,65.3943,63.0192,64.815,74.1685,90.9262,88.6575,43.0942,295.749
19.8593,-26.3765,1.60928e+18,98.8103,81.7294,69.3819,63.2326,61.3625,64.0593,75.8694,98.624,96.8203,44.3418,295.825
19.6611,-26.3447,1.62255e+18,99.0237,86.0283,75.8074,69.9657,67.134,68.0895,76.2113,89.4411,85.1134,42.556,295.738
20.2219,-26.862,1.47033e+18,98.8552,85.308,73.5342,66.6761,62.505,61.0034,63.2266,67.8585,67.0076,39.306,295.643
20.0236,-26.8289,1.54781e+18,100.7,89.8833,79.6699,73.1137,68.5479,66.1428,66.8167,69.4973,67.77,39.5249,295.55
20.1884,-27.2869,1.50455e+18,99.1018,86.0154,74.4899,67.9606,64.1313,63.0739,66.1402,71.5531,69.4644,39.6146,295.712
19.9887,-27.2531,1.56402e+18,99.9817,88.2588,77.6744,71.544,67.8959,66.8826,70.0066,75.292,72.1453,40.2386,295.725
19.7891,-27.2198,1.57296e+18,100.471,89.1087,78.8343,72.6013,68.7247,67.3886,70.0419,74.7968,71.9295,40.2989,295.685
20.1533,-27.7199,1.51195e+18,93.6049,77.5194,65.4322,59.6603,57.6455,59.7408,69.7526,89.7174,91.7899,44.4168,296.359
19.9515,-27.6852,1.5448e+18,95.4679,80.6922,69.165,63.4409,61.3058,63.0311,71.8417,88.0698,87.4387,43.334,296.327
19.7497,-27.6512,1.56611e+18,98.9107,87.3232,77.0436,71.0482,67.6892,67.1108,70.9013,76.9472,73.8334,40.71,296.013
19.5474,-27.6176,1.62838e+18,99.9987,85.2234,73.5731,67.3561,64.9489,66.645,75.7805,92.6837,92.5255,44.6014,295.904
20.1167,-28.1651,1.54825e+18,96.6486,83.907,72.7968,67.1684,64.5338,65.1506,71.5718,81.7864,78.6115,41.5923,296.113
19.9117,-28.1294,1.55437e+18,95.4163,80.3618,68.6618,63.0061,61.034,63.0373,72.5123,90.2081,90.3267,44.316,296.336
19.7067,-28.0944,1.57575e+18,97.6985,85.4289,74.8806,69.1445,66.2641,66.6329,72.6701,82.5823,79.7761,42.0009,296.147
19.5013,-28.06,1.56187e+18,96.1841,82.7932,72.0565,66.2273,63.716,64.8788,72.3859,85.5512,84.8159,43.1708,296.316
20.0774,-28.6274,1.54129e+18,92.606,75.5501,63.1259,57.715,56.4249,59.5326,72.4342,99.7636,101.421,44.7434,296.443
19.8683,-28.5905,1.59718e+18,93.9461,78.4663,66.6974,61.3881,60.0244,62.9524,75.5125,102.203,103.307,45.4458,296.469
19.6591,-28.5543,1.576e+18,97.5967,86.3463,76.0421,70.3271,67.3515,67.2736,72.2126,80.2999,77.76,41.7925,296.15
19.4494,-28.5189,1.59701e+18,96.0971,80.0999,68.0577,62.2585,60.5778,63.4157,75.4398,98.9355,99.5717,44.9228,296.294
20.0346,-29.1121,1.53766e+18,97.9005,88.2268,77.7531,71.7629,67.8796,66.1166,67.6024,71.075,69.1227,40.0294,296.257
19.8202,-29.0737,1.54797e+18,97.9002,88.0498,77.775,71.9122,68.1964,66.5855,68.5249,72.6232,70.7146,40.4382,296.246
19.6057,-29.0361,1.56658e+18,98.5268,89.5502,79.8936,74.0372,70.0657,67.9361,69.0245,71.9985,70.0241,40.3638,296.285
19.3907,-28.9995,1.56375e+18,97.7786,88.5517,79.1051,73.3135,69.4936,67.6465,69.3737,73.17,71.4351,40.7262,296.389
19.9873,-29.6258,1.55774e+18,97.9386,89.2816,79.0914,73.3728,69.557,67.5831,68.6759,71.6997,69.6122,40.2451,296.491
19.7663,-29.5855,1.55788e+18,97.7005,88.7445,78.6664,72.9469,69.2108,67.4185,68.9735,72.5694,70.7132,40.5783,296.469
19.5452,-29.5464,1.57998e+18,98.1729,89.6732,80.1036,74.5137,70.7868,68.8213,70.2214,73.5449,71.4618,40.7688,296.447
19.3235,-29.5082,1.56977e+18,97.8802,89.4072,80.0919,74.3625,70.4018,68.1969,69.3139,72.3283,70.7205,40.6986,296.537
20.0521,-29.3751,1.5409e+18,93.6787,81.8782,71.0326,65.953,63.8593,65.0998,72.6385,84.5761,80.4863,41.6048,296.665
19.8346,-29.3358,1.56165e+18,96.7593,86.6791,76.3395,70.8424,67.7523,67.1276,70.8565,77.2706,74.9756,41.371,296.466
19.617,-29.2974,1.57025e+18,96.2313,85.7047,75.432,70.0139,67.1785,67.0414,71.93,80.3223,78.7206,42.2647,296.482
19.3988,-29.26,1.58046e+18,98.42,90.0062,80.7712,75.0527,71.098,68.8995,69.9136,72.7253,70.7432,40.5998,296.442
20.1521,-28.8847,1.55481e+18,96.4257,85.3546,74.6608,69.1429,66.3271,66.4204,71.3327,79.2042,76.3743,41.3942,296.226
19.9405,-28.847,1.57644e+18,97.5564,86.6521,76.0716,70.4904,67.6017,67.5054,72.2639,80.0279,77.1062,41.6125,296.114
19.7289,-28.8101,1.56353e+18,94.6606,81.0301,69.7624,64.3343,62.4556,64.4067,73.9756,90.6746,88.0335,43.2062,296.407
19.5167,-28.7741,1.57245e+18,100.307,92.4581,83.3632,77.048,71.9209,68.0342,66.6603,67.4645,66.4992,39.7331,296.03
20.2479,-28.4202,1.57758e+18,92.3838,74.3945,61.7683,56.2629,54.724,58.0764,71.3636,104.786,120.765,48.056,296.486
20.0411,-28.3839,1.60826e+18,92.8666,74.646,62.0862,56.5647,55.145,58.5758,73.2554,111.198,124.866,47.2968,296.647
19.8342,-28.3482,1.59683e+18,93.8354,78.0277,66.3163,61.1197,59.9967,63.2221,76.0813,102.9,103.015,45.1302,296.513
19.6269,-28.3133,1.58906e+18,94.6515,79.2656,67.7014,62.2668,60.862,63.8212,76.3016,99.9131,96.501,43.7615,296.426
20.341,-27.9756,1.53035e+18,99.497,89.5598,78.9832,72.7006,68.2011,65.5391,65.605,67.7027,66.0965,39.1961,295.867
20.1378,-27.9403,1.56576e+18,100.023,90.5378,80.5326,74.5203,70.278,67.8221,68.1815,70.4112,68.145,39.6424,295.897
19.9346,-27.9058,1.56804e+18,100.004,90.5058,80.7759,74.7677,70.4909,67.942,68.2398,70.4866,68.4309,39.7909,295.971
19.731,-27.8717,1.5423e+18,99.4949,89.57,79.7816,73.4414,68.881,66.1686,66.3944,68.7039,67.3965,39.6505,296.042
20.4315,-27.5454,1.50759e+18,98.7205,86.9858,75.7726,69.4781,65.516,64.0008,65.8166,69.5568,67.4778,39.2529,295.826
20.231,-27.5111,1.52254e+18,98.0081,85.7897,74.7938,68.8152,65.3856,64.6842,68.103,73.8126,71.0426,39.9526,296.004
20.0305,-27.4774,1.56846e+18,99.4959,88.6603,78.4946,72.646,69.0111,67.7033,70.0962,74.4481,71.3057,40.1234,295.924
19.8295,-27.4441,1.55648e+18,98.7768,87.5055,77.3942,71.4687,67.9024,66.8248,69.744,74.8205,71.9878,40.3242,296.04
20.5215,-27.1254,1.51759e+18,96.4001,78.3754,65.2427,59.2546,57.0945,59.1097,69.3007,90.4754,91.6652,43.804,295.957
20.3227,-27.0919,1.55093e+18,96.913,79.7458,66.99,61.0138,58.9906,61.244,71.6769,92.3809,93.5152,44.3826,296.026
20.1239,-27.0588,1.56542e+18,99.1885,86.6868,75.8235,69.8923,66.732,66.7435,71.5979,78.8269,74.7711,40.5342,295.768
19.9248,-27.0262,1.65002e+18,102.806,88.0536,76.0332,69.7945,67.2656,68.596,76.9818,91.3485,87.7744,43.1667,295.336
20.5987,-26.782,1.50485e+18,96.1665,77.6977,64.5202,58.5523,56.5314,58.796,69.1931,89.5609,90.0411,43.3056,295.925
20.4007,-26.7489,1.59358e+18,97.8427,77.2963,63.5449,57.401,55.505,58.5034,72.1413,105.485,113.861,46.4199,296.089
20.2027,-26.7163,1.6411e+18,103.538,92.9539,82.736,76.6809,72.8006,71.4313,73.8554,77.8397,73.1948,40.2712,294.808
20.0042,-26.6841,1.9356e+18,103.739,89.4081,78.1455,73.2103,72.7386,77.8449,96.3935,136.114,133.246,48.3431,295.285
20.6866,-26.3679,1.57534e+18,97.6278,73.2196,58.2048,51.8921,50.3153,53.6446,66.0293,104.694,136.12,49.6563,296.124
20.4887,-26.3354,1.5747e+18,95.7008,74.1685,60.2313,54.0349,52.2251,55.0139,67.9279,106.418,126.488,49.0509,296.224
20.2908,-26.3032,1.60137e+18,102.423,93.241,83.8988,77.7271,72.8078,69.6242,69.0773,70.3205,67.6827,39.3298,295.202
20.0926,-26.2713,1.75737e+18,102.881,83.0472,69.349,62.9751,61.093,64.6029,80.0594,120.174,132.973,48.5197,295.573
20.3777,-25.8884,1.58468e+18,101.525,91.5569,82.0076,75.874,71.2127,68.6187,68.9486,70.9924,68.2529,39.3488,295.485
20.1787,-25.8567,1.68775e+18,102.588,92.5311,83.5511,78.2487,74.96,74.4744,78.5344,84.193,77.7741,40.9507,295.167
21.1416,-24.1932,1.82429e+18,139.262,88.7874,63.0749,53.118,50.1648,52.802,64.2606,108.87,177.662,54.7675,295.514
21.0753,-26.2026,1.53884e+18,101.561,89.5523,77.7433,71.156,66.7607,65.1425,66.803,70.3021,67.8243,39.1429,295.251
20.4803,-26.1061,1.61732e+18,102.143,88.9193,77.5154,71.4224,68.2554,68.6696,74.8655,83.8617,78.007,40.7855,295.202
21.0423,-26.6251,1.5171e+18,99.2022,86.8335,75.0364,68.8446,65.0532,64.2171,66.9539,71.6623,69.2359,39.5461,295.591
20.8445,-26.5922,1.52397e+18,98.2407,83.634,71.471,65.5854,62.7504,63.5726,70.2938,80.0155,74.9141,39.967,295.713
20.6467,-26.5597,1.57726e+18,100.631,87.7399,76.2287,70.231,67.0013,67.1764,72.2772,79.515,74.4049,40.1093,295.439
20.4485,-26.5275,1.54426e+18,100.588,89.9838,79.6121,73.224,68.5718,66.0544,66.4747,68.8061,66.9056,39.1874,295.55
21.0088,-27.0479,1.55627e+18,95.8355,73.9716,59.5941,53.6681,51.7089,54.5926,67.4937,103.344,123.07,48.5156,296.084
20.8105,-27.0145,1.58573e+18,96.831,75.2286,60.8549,54.8397,53.0711,55.7801,68.2903,104.783,127.057,49.6574,296.171
20.6122,-26.9815,1.55994e+18,97.5953,81.3298,68.7004,62.9154,60.8693,62.9961,72.954,90.9767,88.463,42.8779,295.864
20.4135,-26.9488,1.57126e+18,94.8534,73.8775,60.1999,54.217,52.4862,55.2447,68.3122,106.223,125.935,47.3116,296.216
20.9748,-27.475,1.50894e+18,99.7264,88.2948,76.3969,69.9642,65.6793,63.8578,65.0499,68.2082,66.2508,39.0036,295.462
20.7752,-27.4408,1.55558e+18,100.437,89.9613,78.9063,72.8718,68.8179,67.0008,68.25,71.1319,67.9208,39.1897,295.506
20.5756,-27.4072,1.56824e+18,100.96,91.2253,80.7446,74.6804,70.3106,67.8196,68.0688,70.0897,67.3873,39.2629,295.523
20.3756,-27.374,1.54546e+18,99.5964,88.3646,77.5646,71.4839,67.6235,66.245,68.3211,72.2838,69.4195,39.5945,295.717
20.9396,-27.9102,1.51929e+18,98.7453,88.1863,76.7839,70.6885,66.6955,64.9971,66.3358,69.3533,66.6562,38.9562,295.762
20.7378,-27.8751,1.55842e+18,99.1927,88.8532,77.9163,72.1595,68.5588,67.3359,69.5697,73.4126,69.707,39.5732,295.786
20.536,-27.8407,1.56803e+18,99.8751,90.2265,79.7862,73.9383,69.9979,68.0651,69.0697,71.7229,68.6004,39.4976,295.797
20.3337,-27.8067,1.56679e+18,98.4902,87.6978,77.2569,71.6445,68.4127,67.7504,71.0319,76.2212,72.3877,40.2186,295.972
20.6973,-28.3216,1.55564e+18,102.4,95.8622,85.8243,78.838,72.1834,66.2415,62.2665,61.3652,60.3647,37.7508,295.473
20.4924,-28.2861,1.587e+18,98.3786,87.7505,77.0549,71.6389,68.7681,68.6651,73.1139,79.6846,74.9806,40.7098,295.936
20.2869,-28.2513,1.56431e+18,95.6105,81.9853,70.5515,65.1629,63.0732,64.5674,72.989,88.371,86.8954,43.3661,296.153
20.8625,-28.8224,1.52362e+18,96.8392,86.6606,75.6163,69.8751,66.4119,65.5171,68.1212,72.4182,69.1625,39.5815,296.189
20.6534,-28.7849,1.55223e+18,96.4052,84.8723,73.6278,68.1873,65.4735,65.9903,71.7573,80.63,76.8114,41.1677,296.111
20.4443,-28.7483,1.5847e+18,97.0341,85.6976,74.7371,69.4066,66.8637,67.6187,73.9095,83.7959,79.742,41.8446,296.057
20.2346,-28.7123,1.59375e+18,101.157,93.9272,84.4308,78.4353,73.4837,69.561,67.8075,68.1746,66.2628,39.4333,295.877
20.819,-29.3095,1.57884e+18,95.9245,85.3344,74.3175,69.2252,66.8842,67.6714,73.9013,83.4878,79.3183,41.7621,296.396
20.6047,-29.2705,1.57806e+18,93.218,82.063,71.504,66.8084,65.0139,66.9046,75.8776,90.1148,84.6319,42.3454,296.744
20.3902,-29.2325,1.59497e+18,95.7699,85.9151,75.6755,70.7935,68.4587,68.9857,74.7089,83.6766,79.8644,42.0518,296.618
20.1753,-29.1953,1.57743e+18,96.5801,86.6559,76.3708,71.1421,68.3553,68.2048,72.5905,79.6073,76.3019,41.4314,296.458
20.5501,-29.7849,1.57766e+18,98.6619,90.7308,80.3099,74.7074,70.9296,68.9133,69.7999,72.3932,69.323,39.9728,296.429
20.329,-29.7451,1.59392e+18,98.7496,91.035,81.0105,75.6317,72.0317,70.0555,71.0007,73.5717,70.3462,40.2596,296.509
20.1074,-29.7064,1.55064e+18,97.9767,89.4148,79.097,73.3123,69.3561,67.1739,67.9562,70.6165,68.5726,39.9836,296.489
20.8363,-29.5738,1.58209e+18,102.942,98.6191,88.8405,81.8731,74.7014,67.5966,62.1681,60.4671,60.2008,38.2186,295.654
20.6189,-29.5339,1.575e+18,100.059,92.8839,82.6069,76.623,72.0051,68.6506,67.5424,68.2294,65.8236,39.2343,296.329
20.4013,-29.4951,1.5837e+18,98.7876,90.8596,80.782,75.2655,71.497,69.4206,70.1784,72.5058,69.3556,39.9716,296.508
20.1832,-29.4571,1.57498e+18,99.7857,92.3456,82.4475,76.5206,71.9618,68.6616,67.7376,68.6566,66.5526,39.5298,296.427
20.9369,-29.0811,1.55228e+18,95.5378,85.9109,75.3565,70.3382,67.6053,67.425,71.3962,77.3856,73.0851,40.3678,296.589
20.7254,-29.0428,1.56708e+18,97.5601,88.3178,77.7698,72.4011,69.2105,68.3042,70.9257,75.146,71.1843,40.0867,296.339
20.5139,-29.0055,1.58159e+18,95.6297,84.6682,73.9352,68.8204,66.5096,67.399,74.1766,85.0161,81.2977,42.1906,296.378
20.3018,-28.9689,1.58421e+18,98.4453,89.2049,78.9587,73.4936,70.1819,69.0441,71.5291,75.8001,72.2051,40.4701,296.142
21.0331,-28.6142,1.54642e+18,106.508,105.095,95.5821,85.565,73.1106,61.1213,52.4541,49.8895,51.3699,35.5018,295.344
20.8263,-28.5774,1.59056e+18,97.77,81.5204,68.3231,62.7418,61.1943,64.2435,76.1448,96.974,91.9714,42.6861,295.909
20.6195,-28.5413,1.60271e+18,101.541,94.0544,84.0819,78.1983,73.5553,70.1684,69.012,69.6701,66.8624,39.322,295.465
20.4122,-28.5059,1.57891e+18,97.7486,87.0061,76.3119,70.9513,68.1071,68.0473,72.6889,79.8151,75.6276,40.9391,295.995
20.9233,-28.1317,1.58975e+18,96.1401,81.4367,68.9524,63.6587,61.8833,64.1517,74.7436,95.4582,93.8274,44.444,296
20.7202,-28.0967,1.55743e+18,98.3716,87.7835,76.8058,71.1534,67.8452,67.2493,70.4884,75.3653,71.2144,39.8532,295.898
20.5166,-28.0622,1.56594e+18,91.9304,73.4565,60.5713,55.1063,53.5474,56.5127,69.0446,103.689,124.578,49.9386,296.447
21.2183,-27.7352,1.53784e+18,99.5289,89.2839,77.7577,71.7895,67.8131,66.1198,67.3935,70.212,66.9317,38.9038,295.617
21.0178,-27.7005,1.55062e+18,99.7108,89.1279,77.7397,71.822,68.0803,66.795,68.7545,72.2861,68.5567,39.2005,295.572
20.8173,-27.6664,1.57617e+18,100.734,91.2485,80.515,74.614,70.5584,68.5179,69.2208,71.439,67.9899,39.2484,295.519
20.6164,-27.6327,1.56709e+18,99.8157,89.2007,78.3347,72.5397,68.9123,67.6799,70.008,74.0161,70.2552,39.6847,295.657
21.307,-27.3126,1.5252e+18,99.5854,88.9369,77.205,71.0444,66.8799,65.1413,66.2586,69.1587,66.5858,38.9115,295.584
21.1083,-27.2787,1.55128e+18,100.617,90.3354,78.9432,72.79,68.6214,66.6856,67.5575,70.1391,67.2789,39.1185,295.424
20.9095,-27.2453,1.55339e+18,100.776,90.4368,79.2656,73.0677,68.8286,66.7653,67.534,70.057,67.3515,39.199,295.409
20.7104,-27.2123,1.54949e+18,100.218,89.2664,78.2094,72.1619,68.1877,66.5665,68.187,71.446,68.2629,39.2397,295.517
21.3852,-26.9676,1.52056e+18,94.1363,76.3994,62.9513,57.5003,55.9189,58.4745,69.78,95.0675,97.5572,44.4478,296.019
21.1872,-26.9342,1.56324e+18,97.2886,80.6643,67.3885,61.622,59.6544,62.26,73.5449,94.2303,91.164,43.1128,295.839
20.9892,-26.9012,1.57645e+18,99.1083,85.8079,73.9317,68.3206,65.6504,66.6963,73.8351,83.9842,77.3822,40.4299,295.614
20.7909,-26.8686,1.53468e+18,97.5209,82.779,70.6898,64.9907,62.4303,63.6398,71.5608,83.6866,78.1983,40.6526,295.741
21.4738,-26.5515,1.58651e+18,103.303,98.0392,88.6312,82.0717,74.9035,68.1752,62.9848,61.3258,59.7646,37.1708,294.189
21.2759,-26.5186,2.017e+18,105.308,90.2774,77.3099,72.4953,72.2187,78.7072,103.38,156.065,141.94,47.7184,295.209
21.078,-26.4861,1.57625e+18,98.3525,83.8052,71.5294,65.8678,63.5618,65.5409,74.5741,88.4722,82.6246,41.3649,295.748
20.8798,-26.4539,1.5409e+18,99.3339,86.4783,74.8783,68.9324,65.6118,65.5181,69.8635,76.0742,71.6304,39.5275,295.587
21.5633,-26.1342,1.53531e+18,96.4294,79.0205,65.4912,59.6819,57.6646,60.2768,71.6163,93.4294,90.9623,42.7597,295.937
21.3647,-26.1016,1.65242e+18,102.377,80.4651,65.2444,58.8641,56.8066,60.0114,74.4147,110.45,118.607,46.9101,295.84
21.1661,-26.0694,1.70468e+18,106.973,91.1781,77.4755,71.1234,68.5451,70.5252,80.4447,96.6489,89.5388,42.6783,294.854
21.6517,-25.711,1.51439e+18,101.046,88.9482,76.5744,69.8787,65.361,63.754,65.1222,68.4425,66.0242,38.5332,295.483
21.7423,-25.2783,1.5995e+18,99.9163,86.5208,74.2975,68.7027,66.1165,67.4692,75.0096,86.5714,79.9607,40.6265,295.659
21.5395,-25.2461,1.70501e+18,105.316,93.5498,81.8655,76.2264,73.1833,73.9501,80.1983,88.7082,80.1735,40.7453,294.818
21.8349,-24.8315,1.58385e+18,100.676,87.4771,75.1326,69.1993,66.0763,66.8202,73.1872,82.4841,76.1024,39.8532,295.483
21.6285,-24.7992,1.61616e+18,104.784,98.549,89.4661,83.2474,76.3968,70.3164,65.5952,63.4819,60.7407,37.1215,294.794
21.7189,-24.3326,1.68622e+18,97.4554,79.4061,65.9985,60.3537,58.8723,62.6938,77.3396,115.329,126.009,47.208,295.93
21.5079,-24.3003,1.97827e+18,104.002,87.4538,74.4015,69.0955,68.4362,74.3579,96.0112,149.593,155.35,49.5376,295.329
22.0283,-23.8731,1.65755e+18,103.411,81.0137,64.9837,58.3649,56.4139,59.5596,73.0195,108.6,122.899,47.2453,295.37
21.5946,-23.8077,1.71257e+18,105.513,91.6247,79.2334,73.3537,70.8875,72.755,81.805,95.4563,85.4592,40.8893,294.67
22.0478,-24.1295,1.61261e+18,102.045,90.968,79.5813,73.9641,70.3205,69.6167,72.9812,78.2157,72.4376,39.2665,295.192
21.8339,-24.0969,1.63902e+18,104.904,101.606,94.8228,89.2257,80.714,71.526,63.4622,59.5086,57.3779,36.1868,293.904
21.6201,-24.0644,1.72121e+18,105.288,97.5242,88.6676,83.9161,79.7527,77.4022,77.6488,78.7613,71.8828,39.3251,294.277
22.0065,-24.6133,1.57633e+18,96.5515,83.2081,71.2699,65.9712,63.7007,65.5093,74.1269,89.0704,84.3015,41.5569,295.952
21.7978,-24.5809,1.59529e+18,98.5128,86.2511,74.8983,69.5622,66.7895,67.777,74.7176,85.3109,78.9086,40.4767,295.831
21.5892,-24.5487,1.64776e+18,100.374,87.4144,75.8589,70.5699,68.1498,69.7119,77.7377,91.2137,85.6628,41.9853,295.543
21.3802,-24.5166,1.66667e+18,104.559,97.2522,88.5865,83.2418,77.9817,74.0107,71.8893,71.3395,67.1317,38.6801,294.94
21.9682,-25.0759,1.51648e+18,96.5148,82.8693,70.6232,65.0433,62.3401,63.5433,70.5202,80.5058,74.4806,39.4318,296.009
21.7636,-25.0436,1.37336e+18,102.699,98.1283,86.5783,74.139,60.1538,48.7417,42.0564,41.7902,45.7147,33.6479,294.204
21.9315,-25.5223,1.53525e+18,91.7933,74.8979,62.1299,57.014,55.6609,59.5489,74.6753,103.663,96.2116,41.3978,296.39
21.7299,-25.49,1.56204e+18,94.7043,78.9147,66.3001,60.855,58.9992,61.8266,73.5591,96.529,95.368,43.7077,296.249
21.8967,-25.9575,1.50465e+18,99.3654,87.1545,74.5931,68.3199,64.398,63.4595,65.8738,70.1787,67.2916,38.7837,295.666
21.6973,-25.925,1.53767e+18,100.216,89.3755,77.7073,71.5653,67.381,65.7956,67.0739,70.0798,66.9604,38.7137,295.736
