# Latitude, Longitude, COTotalColumn,COMixingRatio surface,COMixingRatio 900hPa,COMixingRatio 800hPa,COMixingRatio 700hPa,COMixingRatio 600hPa, COMixingRatio 500hPa,COMixingRatio 400hPa,COMixingRatio 300hPa,COMixingRatio 200hPa,COMixingRatio 100hPa,RetrievedSurfaceTemperature 
-0.90269,123.882,1.70451e+18,105.906,91.9457,79.2831,81.9442,84.2869,79.495,80.7163,77.6292,74.471,56.8264,304.708
-0.68056,123.914,1.69058e+18,104.73,90.3016,77.9435,80.4526,82.783,78.4981,80.5113,78.4392,75.4666,57.0849,305.4
-0.458606,123.947,1.62812e+18,102.79,87.7764,75.6137,77.5227,79.1751,74.6781,76.1437,74.1736,72.4909,56.3835,305.256
-0.236309,123.981,1.69634e+18,103.913,89.2331,77.616,80.276,82.771,79.0059,81.8493,80.5913,77.3449,57.5959,304.922
-0.890766,123.634,1.65107e+18,106.926,92.4658,78.8295,80.872,82.1352,75.9704,75.2114,71.0586,69.5285,55.4022,304.645
-0.672145,123.666,1.62071e+18,104.839,89.7628,76.5376,78.3433,79.5971,74.1417,74.3162,71.2118,69.9619,55.5451,305.291
-0.453694,123.698,1.60655e+18,100.979,84.7381,72.1199,73.8839,75.891,72.8019,76.783,77.8822,76.5147,57.3207,304.44
-0.234905,123.732,1.70014e+18,105.739,91.1713,78.9734,81.7599,84.041,79.4068,80.9873,78.3121,75.176,57.015,304.373
-0.205439,123.256,1.55815e+18,97.1816,79.26,66.4571,68.0415,70.3963,68.9674,76.2259,82.5561,82.772,59.2371,305.149
-0.385254,122.774,1.5167e+18,105.485,88.2288,72.8831,73.6197,73.5452,67.1057,65.9484,62.7616,63.6117,53.2791,304.547
-0.177358,122.805,1.5855e+18,117.51,104.058,87.1184,86.1267,80.7889,66.1127,57.2091,50.5386,53.2233,49.8723,304.888
-0.149862,122.374,1.66235e+18,102.295,84.7773,70.3045,72.707,75.7297,74.0352,81.714,87.3473,85.3413,59.4273,304.443
-0.726361,121.869,1.42044e+18,101.463,83.0739,66.601,67.3763,67.9785,63.5021,65.1247,64.4751,65.7001,53.7393,304.222
-0.122526,121.957,1.59626e+18,105.356,88.2628,72.43,74.1323,75.7025,71.236,73.2385,72.0829,71.217,55.4321,304.314
-0.0949273,121.549,1.79999e+18,107.063,89.7653,73.496,76.5542,80.8115,80.257,91.0189,100.719,97.243,62.233,301.726
-0.0759684,121.215,1.38366e+18,87.0086,64.2701,49.4842,49.2517,50.9674,51.7138,62.3922,84.0281,104.108,66.559,302.352
-0.614987,121.665,1.37413e+18,91.3461,69.5385,54.3074,54.5984,56.2369,55.9099,65.2834,78.3416,83.4166,58.8008,302.502
-1.02444,123.815,1.17336e+18,82.5692,56.6391,43.3261,41.66,42.0586,42.1622,50.0435,66.311,84.0645,59.2131,300.791
-1.31327,118.913,1.63875e+18,113.956,90.1781,68.1037,69.4091,73.2442,71.5026,78.601,82.9641,81.6329,57.1003,301.286
-1.1065,118.942,1.51097e+18,119.53,97.445,74.24,73.75,73.2816,64.3254,59.5627,53.824,55.8192,49.5911,303.096
-1.07038,118.497,1.72087e+18,121.449,97.5785,77.1329,79.6668,83.2835,78.1495,78.5231,73.7651,70.7467,53.8199,303.909
-0.859082,118.526,2.29693e+18,117.99,93.1906,74.3809,78.8927,86.8379,90.8328,114.92,167.964,199.082,75.9485,301.17
-1.20908,118.682,1.72358e+18,125.269,103.388,80.7421,82.956,85.4735,77.4615,74.1655,66.9391,65.1083,52.1708,303.191
-1.00007,118.711,1.74549e+18,117.543,94.6641,74.6992,77.5384,82.1116,79.2626,83.6814,83.0527,79.0898,56.2667,303.6
-1.29755,119.1,2.64947e+18,112.34,91.4715,70.6375,74.6658,82.8182,87.1089,114.098,209.368,358.456,93.8319,302.669
-1.09256,119.129,1.35542e+18,120.438,98.6268,72.6959,68.658,63.6828,52.1287,45.9229,41.2028,44.9575,44.8242,301.694
-2.09309,121.806,1.66048e+18,111.173,92.8883,70.6601,73.586,78.3815,75.7888,82.8992,84.8451,81.2988,57.7104,305.318
-1.89042,121.835,1.56818e+18,115.005,97.2801,74.082,75.759,77.9146,71.2495,71.1355,67.0861,66.4989,53.6768,304.91
-2.1838,122.213,1.61632e+18,116.749,98.0708,75.2137,77.2176,79.3305,71.8588,71.1888,66.6421,65.8824,53.4639,305.398
-1.9779,122.242,1.6398e+18,112.818,93.4861,72.4891,74.9418,78.0986,73.2144,76.15,74.459,72.6346,55.6046,304.916
-1.77213,122.272,1.47599e+18,116.198,97.5458,75.0837,74.8195,73.2461,62.7867,58.1388,53.1797,55.7382,50.4182,301.327
-2.2778,122.635,1.56237e+18,106.926,85.5359,66.3892,68.5907,71.6017,67.867,72.7513,74.3716,73.9137,56.0892,304.932
-2.06763,122.665,1.70687e+18,111.787,91.8635,72.4467,75.5181,79.5532,76.1211,82.1783,83.9742,81.0107,57.997,304.061
-1.85762,122.696,1.84259e+18,113.543,95.2695,76.5579,80.7166,86.2438,84.3711,93.7115,98.4729,93.0546,61.2782,303.616
-2.47961,123.55,1.45526e+18,110.64,91.795,72.0442,71.6701,70.0729,60.4775,56.4534,51.6997,54.0836,49.8753,303.841
-2.25735,123.582,1.61713e+18,104.839,85.7643,68.8383,71.0365,74.1285,71.1463,77.0951,80.6697,80.0269,57.8916,303.884
-2.46792,123.302,1.56307e+18,101.877,81.6864,64.578,66.8479,70.1614,67.687,74.6075,79.9319,80.6191,58.0061,305.069
-2.24918,123.334,1.49767e+18,115.337,98.3958,77.7701,76.9562,73.633,60.8529,54.0888,49.0731,52.585,49.4841,301.835
-2.42055,122.829,1.53414e+18,107.943,85.505,65.7687,67.33,69.7246,65.6121,69.8395,71.2651,71.6739,55.5441,303.227
-2.2079,122.86,1.58677e+18,111.637,90.0831,69.9278,71.4746,73.6175,68.7061,71.6287,71.178,70.8631,55.3481,301.804
-2.37834,122.381,1.70946e+18,115.185,96.086,74.6418,78.1899,82.6281,77.745,81.5915,79.768,76.2815,56.5197,306.937
-2.17053,122.41,1.69025e+18,117.062,98.3156,76.7406,79.6849,82.744,75.9924,76.6256,72.4045,70.1139,54.76,306.124
-1.96286,122.441,1.65186e+18,113.746,94.4212,74.0793,76.6431,79.4367,73.7383,75.5058,72.7828,70.9702,55.1255,305.111
-2.3399,121.951,1.72688e+18,157.696,151.586,108.621,100.334,86.3318,60.5443,48.0429,41.068,44.7097,45.0357,305.668
-2.13583,121.98,2.07947e+18,109.763,89.8381,68.5371,72.1009,78.808,81.1157,103.074,149.808,184.422,75.9216,303.674
-1.93189,122.01,1.57287e+18,127.361,114.213,87.1495,85.3085,79.6868,62.7179,53.3552,46.8014,51.012,49.102,303.74
-1.72763,122.04,1.53625e+18,103.006,82.6076,63.9001,66.0733,69.8262,68.6735,78.1385,86.818,87.0245,59.8104,304.597
-2.10423,121.563,1.63922e+18,126.508,112.176,83.4669,84.8917,86.1925,75.2786,70.3986,62.6256,62.1211,52.1189,306.613
-2.76674,122.076,2.09176e+18,122.448,104.545,79.1085,84.7525,94.3898,96.2232,118.735,141.606,130.876,65.3013,300.315
-2.35479,122.136,1.75355e+18,110.501,90.8998,69.6346,73.0571,78.8666,78.0413,90.1387,101.208,100.256,63.3665,305.03
-2.85623,122.499,1.71341e+18,125.921,106.334,81.1995,84.3777,87.0389,76.6177,73.6711,66.772,65.1663,53.0653,306.352
-2.64617,122.53,1.75156e+18,120.497,100.953,78.1386,81.9367,86.2531,79.5137,81.0947,76.8792,73.4991,55.7959,305.908
-2.43578,122.561,1.7043e+18,122.91,104.398,81.1751,83.8765,85.5543,75.1207,71.5764,64.9607,63.9908,52.8011,306.063
-2.73349,122.976,1.66981e+18,116.262,96.9951,75.6433,78.5087,81.5008,74.4804,74.9429,70.8673,69.2978,54.8055,305.19
-2.5177,123.008,1.54949e+18,111.299,91.0203,70.7688,72.2923,73.7697,67.0544,67.2174,64.1695,64.3036,53.1472,304.547
-2.60088,123.483,1.52205e+18,95.6487,72.2443,55.5389,56.5288,59.4004,59.2071,70.2584,90.7145,108.072,64.8097,302.834
-2.81908,123.2,1.75136e+18,112.384,92.7577,72.8661,76.4493,81.373,78.2131,85.5742,88.9477,85.8966,59.0576,303.868
-2.60011,123.233,1.49358e+18,117.872,100.404,78.0212,76.9491,73.0798,59.2214,52.0148,47.0322,51.2997,49.1456,301.113
-2.78413,122.725,1.68202e+18,134.015,117.693,89.9114,90.011,86.161,67.6925,57.8082,50.6835,53.6777,49.71,305.466
-2.57124,122.757,1.58309e+18,107.623,86.7809,67.3348,69.8794,73.2836,69.3465,74.2487,75.4145,74.4805,56.2242,305.71
-2.75198,122.274,1.82375e+18,126.556,108.742,82.8759,87.5741,93.4874,86.6516,88.446,82.4721,76.7399,56.4893,306.406
-2.54394,122.305,1.77212e+18,121.906,103.667,79.7354,83.7681,88.7092,82.3667,84.3941,79.7394,75.3172,56.2013,304.631
-7.74673,120.194,1.40773e+18,90.8624,72.1709,54.1394,54.3487,56.7042,57.8349,67.4023,79.9128,83.9734,59.3491,302.448
-8.08135,120.74,1.67519e+18,101.765,87.2102,69.3038,72.2553,76.8655,77.8748,86.275,91.8383,88.1443,60.3421,304.935
-7.81346,119.938,1.46781e+18,106.567,90.8803,68.7428,68.4435,68.4473,63.3563,61.4059,58.0233,59.7523,51.9538,300.207
-8.28148,118.857,1.44021e+18,87.4475,70.0196,53.5382,53.7691,56.2883,58.9111,70.8672,90.286,99.5116,64.2181,303.234
-8.33492,120.055,1.63476e+18,98.5478,83.3746,65.5978,68.0954,72.3151,74.4544,85.139,95.5216,93.7277,61.9203,304.321
-8.13431,120.084,1.83123e+18,103.656,88.2569,68.8459,71.883,77.4567,81.3279,97.0565,116.512,114.542,65.8306,300.903
-8.30106,120.897,1.72413e+18,117.762,108.235,88.176,92.6676,94.5326,85.0211,77.2073,67.4611,65.095,53.6225,303.942
-8.09458,120.928,1.88535e+18,100.151,85.5256,68.5402,72.2117,78.4639,82.757,100.081,126.192,131.578,70.8613,305.204
-8.38555,121.327,2.71559e+18,104.726,91.2145,75.0071,81.0774,91.1685,101.845,141.373,247.29,306.665,88.8353,301.059
-8.9037,121.717,1.46083e+18,101.982,89.23,73.2592,73.4699,73.2635,67.6194,64.1094,59.3616,60.3354,52.5726,306.394
-8.47177,121.778,1.63147e+18,104.414,90.4836,73.7787,76.5639,80.1349,78.3605,80.795,79.1218,76.2309,57.5178,304.896
-8.99502,121.943,1.67697e+18,104.933,94.0822,79.7518,82.95,86.0459,82.6335,81.6084,76.7688,73.5728,56.9619,307.454
-8.94913,121.463,1.39421e+18,122.917,113.812,87.0181,76.7507,64.2911,49.2385,40.583,36.6639,41.7026,44.5564,307.335
-8.52305,121.524,1.69576e+18,106.889,93.8376,76.8151,80.5781,84.9977,83.4867,86.0047,83.4855,78.9025,58.1366,303.955
-8.28303,121.099,1.47515e+18,111.034,97.9136,76.9407,76.4427,74.4528,65.6247,59.4858,53.4504,55.4275,50.7154,305.009
-8.86996,120.573,1.76501e+18,114.77,106.362,88.1346,92.2393,94.4334,87.6754,82.1168,73.2556,69.5592,55.0509,307.108
-8.25655,120.663,1.77116e+18,105.63,92.0542,73.8962,78.0669,84.0741,86.2997,96.676,103.346,96.6244,62.4675,303.362
-8.83482,120.152,1.85032e+18,101.287,89.2484,73.3074,77.5308,83.6271,87.8369,101.506,114.34,108.405,65.5479,307.134
-8.2297,120.24,1.71979e+18,107.966,94.9493,75.4897,79.2233,83.7985,83.1398,87.4445,86.3023,81.0298,58.2829,303.521
-8.74953,118.997,1.79654e+18,90.7539,74.6997,58.921,60.3346,64.317,69.063,86.3474,127.958,169.402,80.1495,302.584
-8.12055,118.679,1.57042e+18,108.05,95.349,74.4616,75.8607,76.836,71.7694,69.1732,64.3714,64.0614,53.0476,300.702
-9.06903,118.686,1.61606e+18,87.2576,71.3752,56.8239,57.1592,59.865,63.7463,77.4956,108.101,134.216,72.9302,301.792
-9.15335,119.075,1.70613e+18,104.559,98.0423,83.8307,87.4531,88.724,83.044,77.865,70.6656,68.5195,54.6319,303.228
-8.95454,119.104,1.77581e+18,90.5454,77.2872,63.0991,65.4625,69.9897,74.9232,91.4128,121.191,135.776,72.4917,305.138
-8.75585,119.133,1.18593e+18,101.004,85.1455,63.5359,58.0848,51.742,43.033,38.8117,37.8988,43.8737,45.2513,302.858
-8.55683,119.162,2.46825e+18,97.2969,83.9492,67.991,72.7978,80.5551,88.881,117.552,204.302,299.249,89.6693,307.419
-9.23827,119.464,1.73723e+18,97.0224,87.0135,73.5226,76.8273,81.1692,83.6911,92.1308,97.6674,91.9691,61.2122,304.269
-9.0389,119.493,1.75728e+18,98.0313,86.7855,71.9979,75.3275,79.9973,82.9515,92.9016,100.495,94.9737,61.9515,305.118
-9.32526,119.857,2.35193e+18,96.7528,87.5161,75.5896,81.3354,89.6056,99.0367,128.1,192.815,219.926,79.5723,307.743
-9.12448,119.886,1.69676e+18,103.284,93.9577,78.7577,82.1211,85.0813,83.0305,83.2371,79.2009,75.2017,56.7617,303.791
-9.41218,120.259,1.57869e+18,104.465,98.1594,84.2947,85.5351,83.3925,73.9991,65.7522,58.5231,59.4482,52.172,303.582
-9.20909,120.288,1.83177e+18,100.282,90.5916,76.9904,81.3903,86.9844,89.875,99.0226,104.233,96.4332,62.4894,302.984
-9.00613,120.317,1.83585e+18,103.725,93.393,78.1479,82.7363,88.342,90.2468,97.6666,99.8373,91.7804,61.1785,305.214
-9.29621,120.701,1.64394e+18,112.657,108.011,92.6926,92.8994,87.2316,72.5337,60.8833,52.8346,54.6922,50.6001,305.293
-9.08999,120.731,1.89044e+18,111.845,104.984,90.2539,96.4269,100.917,96.3076,92.3466,83.1016,76.3353,57.1529,306.815
-9.17419,121.162,1.81714e+18,97.3903,86.1169,73.2156,76.9149,82.5237,86.26,98.6133,110.547,104.154,63.9493,305.329
-8.96337,121.193,1.20939e+18,105.743,92.3542,70.6025,62.8043,54.1428,43.4942,37.582,35.2091,41.3088,44.6247,303.755
-9.69233,121.553,1.87922e+18,109.242,107.047,99.6765,106.558,107.096,94.1924,80.6588,67.9293,64.4894,53.7157,306.484
-9.47622,121.583,1.87064e+18,103.239,96.1729,85.9619,91.6456,96.7646,94.8836,94.4282,88.6858,81.2351,58.8681,306.209
-9.26027,121.614,1.81574e+18,109.792,103.496,91.3193,96.8892,99.5974,91.6242,83.342,72.3613,68.2077,54.9914,306.159
-9.044,121.646,1.85753e+18,109.274,101.266,87.8757,94.1471,99.5434,96.0012,93.5194,85.0478,77.9077,57.946,305.625
-9.79391,122.032,1.90463e+18,101.721,95.7385,88.0194,93.9836,99.3942,97.7523,97.0433,91.2444,83.0886,59.6686,307.691
-9.57105,122.063,1.69287e+18,97.592,89.9146,80.6091,84.3714,87.1846,83.4116,80.5314,74.7374,71.8442,56.6558,301.268
-9.34837,122.095,1.81822e+18,99.7861,90.0292,78.9157,83.2304,88.6463,89.5981,95.1922,96.9119,89.8347,60.7984,307.06
-9.12535,122.128,1.93583e+18,109.234,101.077,88.8238,95.593,102.28,100.246,99.9309,92.8921,83.6205,59.6404,308.079
-9.78318,121.78,1.89181e+18,98.8567,91.9918,83.6785,88.8513,94.4647,95.3463,99.3262,98.8376,90.5008,61.4496,307.903
-9.56387,121.811,1.85069e+18,97.9953,89.3616,79.4756,83.9841,89.5675,91.2937,97.7479,100.617,92.6995,61.3572,306.768
-9.34473,121.842,1.83312e+18,106.002,98.3407,86.912,92.2253,96.5465,92.8702,90.1443,82.4047,76.1443,57.4971,307.087
-9.12526,121.875,1.92158e+18,109.425,101.404,88.5509,95.1488,101.697,99.8467,99.8017,92.9983,83.7836,59.4453,307.642
-9.7377,121.299,1.84645e+18,116.115,117.657,110.08,113.653,104.889,82.8609,64.847,54.5859,56.5726,51.7113,306.894
-9.52452,121.329,1.75649e+18,99.2725,91.8295,81.5978,85.8631,89.4785,87.1307,86.1941,81.3002,76.7451,57.7967,303.227
-9.3115,121.36,1.80852e+18,97.9725,87.8349,75.8707,79.7645,85.0583,87.3682,95.8439,102.023,96.6419,63.226,303.953
-9.09816,121.391,1.87183e+18,99.0613,87.817,74.8257,79.1103,85.4658,89.65,102.844,115.945,109.781,65.333,305.727
-9.28023,120.903,1.69625e+18,107.139,100.397,86.98,90.2351,90.4149,81.6369,73.3088,64.7448,63.8213,53.5487,304.745
-9.07178,120.934,1.74682e+18,98.6832,87.0673,73.1228,76.4993,81.3376,83.4886,92.252,98.7586,94.0021,62.2452,305.688
-9.04522,120.496,1.93593e+18,96.9267,84.983,71.0455,74.9677,81.2606,87.3805,106.826,134.737,132.901,68.8663,305.527
-9.22059,120.043,1.60664e+18,100.866,91.2798,76.5784,78.9221,80.7034,77.6997,76.6342,72.6719,70.7356,55.5789,301.836
-9.01868,120.073,1.88578e+18,102.1,91.6214,76.5691,81.2903,87.5115,91.3588,103.011,111.251,103.166,64.1454,300.773
-9.19104,119.63,1.75538e+18,100.808,91.6893,77.6406,81.5578,85.8141,86.5084,91.0235,90.6862,84.4474,59.2195,303.682
-8.99095,119.659,1.8426e+18,109.071,101.092,85.1667,90.4488,94.7174,92.1236,90.9518,83.8841,77.1583,57.0244,304.994
-9.17108,119.291,1.74466e+18,103.76,96.0009,81.6548,85.5002,88.3825,85.9528,85.1261,79.9466,75.4088,56.6772,304.973
-8.97182,119.32,1.8609e+18,98.1336,86.7125,71.8177,75.6213,81.2335,86.0376,100.907,117.099,111.425,65.0039,304.881
-9.53792,118.826,1.62305e+18,94.3687,87.5864,76.605,78.9419,80.326,78.2946,77.6321,74.3558,72.211,55.858,302.354
-9.33908,118.855,1.64534e+18,92.4578,82.3034,69.7715,71.9883,75.0703,77.148,84.7665,90.7489,87.3264,59.9605,303.58
-9.14034,118.885,1.64701e+18,92.2934,80.2612,66.4894,68.5359,71.9854,74.9595,85.5149,97.1619,95.608,62.3063,303.747
-8.94129,118.914,1.73426e+18,100.943,90.3109,74.7945,78.2343,82.2899,83.4735,89.4624,90.9556,85.1677,59.2119,303.385
-9.10941,118.477,1.69756e+18,93.9779,82.8857,69.1758,71.795,75.6248,78.8198,89.2882,99.3035,95.729,62.1123,303.861
-8.90968,118.507,1.76268e+18,103.262,94.0961,78.6967,82.9152,86.9988,86.9476,90.0312,87.5604,81.3509,58.1305,302.558
-9.47661,118.007,1.67603e+18,90.9838,83.56,73.0679,75.8534,78.7616,80.5165,86.248,89.2164,84.784,59.1122,304.517
-9.27555,118.036,1.64935e+18,95.343,87.2868,74.8981,77.5704,79.8908,79.6394,81.9334,80.6423,77.0649,57.0287,303.7
-9.44529,117.586,1.63228e+18,93.6511,87.7286,77.1556,79.7052,80.9651,79.2539,78.6886,75.1962,72.4386,55.5828,304.359
-9.24176,117.616,1.68417e+18,90.4931,79.8197,67.2652,69.2639,72.5243,76.4168,88.6304,104.802,105.168,64.2738,301.236
-9.03831,117.646,1.56322e+18,97.9286,88.5651,74.0797,76.0383,77.3416,75.4027,75.4555,72.4748,70.521,55.0045,301.675
-9.41241,117.151,1.80727e+18,93.7842,88.0216,78.1023,82.4557,86.9099,89.8028,96.6965,99.1926,91.2505,60.4521,305.265
-9.37996,116.699,1.70649e+18,93.2064,86.9689,76.66,80.1339,83.2131,83.9677,87.4006,86.695,81.3345,57.8573,302.188
-9.51571,116.887,1.81645e+18,99.554,98.0896,90.0651,95.6824,97.9578,93.1628,86.3713,76.2202,70.8941,54.7089,304.829
-9.30644,116.918,1.78771e+18,89.3248,80.4831,69.5781,72.6922,77.1139,82.3282,96.9189,115.893,114.437,65.8895,303.842
-9.60292,117.312,1.86937e+18,103.588,105.964,99.8834,106.621,106.142,94.8341,81.3066,68.871,65.6315,53.2771,305.379
-9.39762,117.342,1.79406e+18,103.79,102.713,92.9185,97.9423,98.1248,89.8434,80.2725,69.8496,66.7238,53.6564,305.074
-9.4863,117.752,2.34275e+18,88.3462,80.9764,71.6799,76.1279,82.3665,91.0066,117.528,192.035,248.414,82.8935,304.093
-9.28406,117.782,1.7601e+18,96.0477,88.9801,77.3066,81.2313,85.1431,86.9349,92.3822,93.3117,86.5414,59.3741,305.567
-9.37279,118.181,1.66361e+18,91.8315,82.7799,70.9947,73.3788,76.3418,78.4987,85.7365,91.1334,87.4527,59.8842,302.31
-9.17226,118.21,1.67949e+18,96.0011,86.7325,73.4705,76.3264,79.4552,80.5404,85.6477,87.1916,82.9163,58.7508,303.285
-9.45945,118.573,1.57881e+18,93.8435,86.1158,74.3622,76.0284,76.8949,74.7267,74.1882,71.5956,70.4679,55.3402,302.081
-9.74332,118.933,1.66005e+18,86.578,77.7475,68.0052,69.8924,72.9514,76.5755,87.2664,100.104,98.4532,63.1707,303.054
-9.34554,118.992,1.98205e+18,86.7618,75.2628,63.7244,66.2286,70.7732,76.7049,96.3192,149.715,200.516,80.4578,304.856
-10.0271,119.294,1.78565e+18,86.0684,79.5659,72.1774,75.1464,79.3201,84.3292,96.8653,112.537,109.771,66.195,304.194
-9.82767,119.323,1.7443e+18,87.4621,79.4854,70.4824,73.1771,77.1967,81.7288,94.065,109.656,107.763,65.7476,304.634
-10.1131,119.689,1.92564e+18,101.501,103.232,98.8951,106.332,109.052,102.751,93.8723,82.1167,75.1419,56.6973,306.66
-9.91231,119.718,1.83853e+18,91.7346,85.5942,77.3203,81.4934,86.729,91.4495,102.564,112.688,105.44,64.8788,306.018
-10.201,120.091,1.46108e+18,90.5648,85.0919,76.7017,76.5608,74.7658,69.432,64.6123,60.3921,61.8421,53.1152,305.171
-10.2909,120.506,1.84526e+18,96.6649,94.585,89.4449,94.2822,97.5885,95.8524,93.8167,88.0706,81.3683,58.9466,308.539
-9.67169,120.596,2.50482e+18,91.9538,83.5571,74.3945,79.6391,87.681,97.1495,125.595,208.278,282.206,89.3345,309.461
-10.385,120.936,1.76441e+18,82.4047,75.0796,69.0554,71.2335,75.2448,80.1475,93.3315,116.197,122.38,69.13,306.486
-10.4808,121.389,1.9274e+18,110.341,116.837,118.359,123.847,114.243,90.1838,70.1301,58.3182,58.0873,51.9116,309.056
-10.2646,121.419,1.9406e+18,98.0593,95.078,90.7003,96.8427,102.001,101.2,100.493,95.1399,85.9808,60.2367,308.743
-10.0486,121.45,2.06387e+18,86.3295,77.71,70.2023,73.3643,79.0418,85.9494,107.384,156.733,182.265,78.9068,305.71
-10.1367,121.932,1.88499e+18,100.654,97.1673,92.1487,98.2689,102.206,97.7107,92.2721,83.2055,76.3054,57.7343,307.768
-9.91366,121.965,1.91813e+18,103.282,99.0541,92.7504,99.6562,104.352,99.7073,94.2357,84.5272,77.0399,57.9649,307.649
-10.5717,121.617,1.75557e+18,87.0493,82.2307,77.9062,81.1505,85.0527,86.9211,92.1843,96.3855,91.3708,61.8234,302.324
-10.3523,121.647,1.92263e+18,96.6771,93.6769,89.8746,95.8241,100.896,100.265,99.7803,94.8698,85.8426,60.3394,308.357
-10.1331,121.679,1.95546e+18,99.1145,95.356,90.339,96.8991,102.67,102.121,102.119,96.7833,86.8513,60.5136,308.337
-9.91358,121.712,1.90166e+18,97.728,91.7726,84.6002,90.1012,95.8187,96.7691,100.305,99.1818,90.3527,61.3788,306.67
-10.5264,121.134,1.73619e+18,84.8622,78.9664,73.7331,76.2255,80.0193,83.4684,92.4579,102.702,98.4223,63.1917,305.7
-10.3131,121.165,1.88072e+18,90.5576,85.4819,80.2048,84.4814,89.7684,93.6051,102.52,110.092,101.605,63.7808,307.651
-10.1001,121.195,1.48291e+18,89.6614,81.7661,72.9258,73.0342,72.7129,69.1372,66.7817,64.1027,64.8695,54.2753,303.326
-10.4852,120.677,1.84775e+18,90.1587,86.7617,82.6185,86.8798,91.3462,93.7504,98.8972,101.381,93.7076,62.2563,307.951
-10.2769,120.707,1.4819e+18,104.965,103.888,92.6496,85.9611,74.3626,58.9763,48.3616,44.5285,49.2814,47.9677,308.184
-10.4475,120.24,1.88603e+18,88.3707,84.7007,80.3913,84.7043,89.7694,94.3802,104.002,112.779,104.589,64.7292,307.401
-10.4127,119.816,1.92944e+18,101.407,107.354,108.27,116.005,113.773,99.332,82.958,70.0081,66.8696,54.4308,306.873
-10.2109,119.845,1.87247e+18,99.5361,100.551,96.2008,102.3,104.536,98.9571,90.8597,80.5668,74.9398,56.7764,306.755
-10.0093,119.875,2.05716e+18,90.0128,83.8306,76.5255,81.2584,87.8678,96.2933,117.889,152.555,153.262,73.3903,305.774
-10.3795,119.402,1.86017e+18,91.1175,91.506,89.5363,95.4045,98.8813,97.9456,95.4363,88.833,81.4798,58.6503,305.295
-10.1796,119.431,1.81773e+18,90.8764,88.3358,83.3121,88.1037,92.1055,93.4282,95.8832,94.1777,86.5816,59.9221,304.991
-9.97973,119.461,1.80575e+18,93.4649,89.9915,83.1614,87.9403,91.9045,92.6515,94.698,92.2628,85.025,59.4935,304.554
-9.7796,119.49,1.87873e+18,101.819,100.025,91.8853,98.2635,102.077,99.0535,94.9142,85.6428,77.9074,57.3149,305.73
-10.3578,119.062,1.75452e+18,81.9203,77.6193,73.0421,75.8528,79.4074,84.1473,94.8095,107.875,104.634,64.9,302.792
-9.76039,119.15,1.72549e+18,95.0671,90.2565,81.2044,84.8734,87.5188,86.5313,86.6084,82.9329,77.9962,57.5054,305.294
-10.2647,117.833,1.7672e+18,75.6465,70.1073,65.0723,66.6181,69.4421,75.5693,92.0058,127.19,141.925,71.4775,301.808
-10.2329,117.411,1.6328e+18,81.5367,81.6391,79.4469,82.6278,83.5314,82.6308,81.0893,77.4727,74.205,56.1746,302
-10.0294,117.442,1.76752e+18,85.681,84.6463,80.7834,85.2162,88.5732,90.5511,93.2865,92.0477,85.0601,59.0632,304.155
-9.82591,117.472,1.81628e+18,91.1345,89.9185,84.5297,89.7737,93.4877,93.9599,94.0786,89.3201,82.0284,58.2747,304.743
-9.62208,117.503,1.85943e+18,92.642,89.7347,82.5344,88.1822,93.1829,95.6813,99.6791,97.8241,88.3871,59.7238,303.321
-9.78595,117.038,1.80726e+18,85.4447,81.0326,74.378,78.1015,82.338,87.3383,98.6797,110.408,104.964,64.2499,303.669
-9.57863,117.069,1.87486e+18,93.3155,89.6292,81.7553,87.0785,92.2032,95.3478,101.327,101.844,92.0231,60.5502,305.302
-9.74167,116.586,1.52894e+18,87.3289,83.2416,75.5555,77.0036,76.4897,73.1559,70.294,66.4446,65.8452,53.367,301.639
-9.52977,116.618,1.69159e+18,89.2381,83.1172,73.9907,77.0042,80.0226,81.9816,87.7332,90.6994,85.854,59.1137,304.354
-9.57029,116.361,1.95627e+18,88.9599,83.77,75.8777,80.5143,86.2133,93.1122,110.004,130.26,123.001,65.9967,301.021
-9.6746,116.805,1.6995e+18,89.668,85.8082,78.3023,81.8042,84.2959,84.5255,86.1032,84.0077,79.1458,57.3814,303.392
-9.97972,117.198,1.79195e+18,84.6995,82.5799,78.0373,82.2603,86.2695,90.1994,97.307,101.459,93.7443,61.2064,304.029
-9.77412,117.229,1.87507e+18,86.1747,81.9481,75.3607,79.5894,84.6175,90.9439,104.966,119.722,111.081,64.583,305.28
-10.0716,117.608,1.7673e+18,80.7965,77.302,72.5759,75.7768,79.3941,84.7331,96.4436,110.585,107.105,65.098,304.646
-10.8156,119.124,1.42604e+18,86.8729,87.9582,84.3327,81.2276,73.043,61.5693,52.3138,48.5848,53.0158,49.4007,304.034
-10.6162,119.154,1.87624e+18,97.2216,106.078,110.724,117.957,111.937,93.565,74.9655,62.9303,61.9533,52.8369,305.853
-10.4169,119.183,1.77882e+18,88.1414,88.3436,86.5501,91.4416,93.8783,92.4308,89.5906,83.6656,77.9082,57.5264,304.216
-10.2172,119.213,1.8127e+18,91.9689,92.3931,89.5794,95.4961,98.0617,94.8637,89.53,81.2574,75.7212,56.9033,303.632
